CRN,Course #,Sc,Title,Attribute,Units,CAP,Enr,Instructor,Days,Times,Room,Comments/Prereq.,Perm Only
30048,GEOG 297,3,HONORS,,1.00,10,0,Anthony Bebbington,-,-,-,,Y
30662,GEOG 297,4,HONORS,,1.00,10,0,Mark Davidson,-,-,-,,Y
30049,GEOG 297,5,HONORS,,1.00,10,1,John Rogan,-,-,-,,Y
30050,GEOG 297,6,HONORS,,1.00,10,0,Asha Best,-,-,-,,Y
34167,GEOG 297,7,HONORS,,1.00,10,1,Gustavo Oliveira,-,-,-,,Y
30052,GEOG 297,9,HONORS,,1.00,10,0,Rinku Roy Chowdhury,-,-,-,,Y
30053,GEOG 297,10,HONORS,,1.00,10,2,Deborah Martin,-,-,-,,Y
30054,GEOG 297,11,HONORS,,1.00,10,1,Dominik Kulakowski,-,-,-,,Y
30055,GEOG 297,12,HONORS,,1.00,10,0,Karen Frey,-,-,-,,Y
30436,GEOG 297,13,HONORS,,1.00,10,0,Abby Frazier,-,-,-,,Y
30383,GEOG 297,14,HONORS,,1.00,5,0,Robert Pontius,-,-,-,,Y
30430,GEOG 297,15,HONORS,,1.00,5,1,Florencia Sangermano,-,-,-,,Y
30432,GEOG 297,16,HONORS,,1.00,10,0,Yelena Ogneva-Himmelberger,-,-,-,,Y
30437,GEOG 297,17,HONORS,,1.00,10,0,James McCarthy,-,-,-,,Y
30710,GEOG 297,18,HONORS,,1.00,10,0,Lyndon Estes,-,-,-,,Y
30358,GEOG 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30454,GEOG 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
33833,GEOG 309,1,TRENDS IN FOREST ECOLOGY,,1.00,12,7,Dominik Kulakowski,T,02:50 PM - 05:50 PM,JF106,,N
33827,GEOG 310,1,QUALITATIVE RESEARCH METHODS,,1.00,10,8,Deborah Martin,W,09:00 AM - 11:50 AM,JF202,OCCASIONAL LABS ON THURSDAYS IN JF TOWER TBD BY STUDENTS SCHEDULES,N
32503,GEOG 315,1,APPLY'G DEEP LEARN'G EARTH OBS,,1.00,15,8,Lyndon Estes,"MW

R","04:15 PM - 05:30 PM

04:15 PM - 05:30 PM","MACD002

MACD002",P=GEOG 383 & P=DSCI 305 OR 304 OR CSCI 301 OR PERM;LAPTOP REQ'D,N
30554,GEOG 317,1,RESEARCH,,Var,10,0,Christopher Williams,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30556,GEOG 317,2,RESEARCH,,Var,10,0,Deborah Martin,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30560,GEOG 317,4,RESEARCH,,Var,10,2,Karen Frey,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30575,GEOG 317,5,RESEARCH,,Var,10,1,James McCarthy,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30577,GEOG 317,6,RESEARCH,,Var,10,0,Mark Davidson,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30581,GEOG 317,7,RESEARCH,,Var,10,2,Anthony Bebbington,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30618,GEOG 317,8,RESEARCH,,Var,10,0,Dominik Kulakowski,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30622,GEOG 317,9,RESEARCH,,Var,10,0,Lyndon Estes,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30670,GEOG 317,10,RESEARCH,,Var,10,1,Rinku Roy Chowdhury,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30676,GEOG 317,11,RESEARCH,,Var,10,2,Robert Pontius,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30679,GEOG 317,12,RESEARCH,,Var,10,1,Yuko Aoyama,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30682,GEOG 317,13,RESEARCH,,Var,10,0,James Murphy,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34296,GEOG 317,14,RESEARCH,,Var,10,0,Hamed Alemohammad,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34298,GEOG 317,15,RESEARCH,,Var,10,0,Max Ritts,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34299,GEOG 317,16,RESEARCH,,Var,10,0,Gustavo Oliveira,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34300,GEOG 317,17,RESEARCH,,Var,10,0,Siobhan McGrath,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34301,GEOG 317,18,RESEARCH,,Var,10,0,Abby Frazier,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33822,GEOG 328,1,HYDROCLIMATOLOGY,,1.00,25,25,Abby Frazier,TF,01:25 PM - 02:40 PM,JF133,,N
33055,GEOG 333,1,TERRESTRIAL ECOSYS & GLBL CHNG,,1.00,30,9,Christopher Williams,"MW

W","12:00 PM - 01:15 PM

09:00 AM - 10:30 AM","S311

JC105",,N
30496,GEOG 338,1,CURRENT RESEARCH IN GEOGRAPHY,,0.50,12,9,James Murphy,R,01:25 PM - 02:40 PM,JF220C,GRADED PASS/FAIL; OPEN TO 1ST YR GEOG PHDS; 6 REQ'D ADD'L MEETING TIMES R 12-1 & 2-3,N
33824,GEOG 347,1,INTERMED QUANT METHODS IN GEOG,,1.00,20,18,Yanan Wu,MR,02:50 PM - 04:05 PM,S223,P-GEOG 311,N
33067,GEOG 355,1,CRITICAL GEOPOLITICS & ENVIRO,,1.00,24,23,Gustavo Oliveira,TF,01:25 PM - 02:40 PM,JC106,,N
33820,GEOG 359,1,"GLOBAL CHG, FOOD & FARMING",,1.00,16,11,Rinku Roy Chowdhury,M,09:00 AM - 11:50 AM,JF220C,,N
32736,GEOG 382,1,ADVANCED REMOTE SENSING,,1.00,20,27,John Rogan,"TR

R","09:00 AM - 10:15 AM

06:00 PM - 07:50 PM","JC104

JC103",P=GEOG 383 OR IDCE 371; DIRECTED STUDY FORMAT,Y
30540,GEOG 385,1,PROPOSAL WRITING,,Var,10,0,Deborah Martin,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30555,GEOG 385,2,PROPOSAL WRITING,,Var,1,0,Christopher Williams,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30561,GEOG 385,3,PROPOSAL WRITING,,Var,10,1,Karen Frey,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30578,GEOG 385,4,PROPOSAL WRITING,,Var,10,0,Mark Davidson,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30582,GEOG 385,5,PROPOSAL WRITING,,Var,10,0,Anthony Bebbington,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30588,GEOG 385,6,PROPOSAL WRITING,,Var,10,0,Yuko Aoyama,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30619,GEOG 385,7,PROPOSAL WRITING,,Var,10,1,Dominik Kulakowski,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30623,GEOG 385,8,PROPOSAL WRITING,,Var,10,0,Lyndon Estes,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30627,GEOG 385,9,PROPOSAL WRITING,,Var,10,1,James Murphy,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30675,GEOG 385,10,PROPOSAL WRITING,,Var,10,1,Rinku Roy Chowdhury,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34274,GEOG 385,11,PROPOSAL WRITING,,Var,10,1,Hamed Alemohammad,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30778,GEOG 385,12,PROPOSAL WRITING,,Var,10,1,John Rogan,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30853,GEOG 385,13,PROPOSAL WRITING,,Var,10,2,James McCarthy,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
31034,GEOG 385,14,PROPOSAL WRITING,,Var,10,0,Asha Best,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
31046,GEOG 385,15,PROPOSAL WRITING,,Var,10,1,Robert Pontius,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
31387,GEOG 385,16,PROPOSAL WRITING,,Var,10,0,Anthony Bebbington,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34302,GEOG 385,17,PROPOSAL WRITING,,Var,10,0,Hamed Alemohammad,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34303,GEOG 385,18,PROPOSAL WRITING,,Var,10,1,Max Ritts,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34304,GEOG 385,19,PROPOSAL WRITING,,Var,10,0,Gustavo Oliveira,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34305,GEOG 385,20,PROPOSAL WRITING,,Var,10,0,Siobhan McGrath,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34306,GEOG 385,21,PROPOSAL WRITING,,Var,10,0,Abby Frazier,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33830,GEOG 386,1,SP TOPICS:PYTHON PROGRAMMING,,1.00,20,10,Yanan Wu,"MF

R","09:00 AM - 10:15 AM

04:15 PM - 05:30 PM","JC103

JC103",GIS ONLY OR PERM,N
33829,GEOG 386,2,SP TOPICS:ENERGY GEOGRAPHIES,,1.00,40,12,James McCarthy,TF,12:00 PM - 01:15 PM,JC106,,N
33828,GEOG 386,3,SP TOPICS:DIGITAL GEOGRAPHY,,1.00,12,5,Yuko Aoyama,R,02:50 PM - 05:50 PM,JF202,,N
34020,GEOG 386,4,SP TP:WILDLIFE CONSERVATION PR,,1.00,12,8,John Rogan,F,09:00 AM - 11:50 AM,JF133,,N
30553,GEOG 394,1,DISSERTATION WRITING,,Var,10,2,James Murphy,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30559,GEOG 394,2,DISSERTATION WRITING,,Var,10,2,Lyndon Estes,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30562,GEOG 394,3,DISSERTATION WRITING,,Var,10,0,Karen Frey,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30572,GEOG 394,4,DISSERTATION WRITING,,Var,10,0,Anthony Bebbington,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30576,GEOG 394,5,DISSERTATION WRITING,,Var,10,1,James McCarthy,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30579,GEOG 394,6,DISSERTATION WRITING,,Var,10,0,Mark Davidson,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30609,GEOG 394,7,DISSERTATION WRITING,,Var,10,0,Christopher Williams,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30610,GEOG 394,8,DISSERTATION WRITING,,Var,10,0,Deborah Martin,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30620,GEOG 394,9,DISSERTATION WRITING,,Var,10,1,Dominik Kulakowski,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30626,GEOG 394,11,DISSERTATION WRITING,,Var,10,0,Asha Best,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30630,GEOG 394,12,DISSERTATION WRITING,,Var,10,1,John Rogan,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30631,GEOG 394,13,DISSERTATION WRITING,,Var,10,1,Yuko Aoyama,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30863,GEOG 394,14,DISSERTATION WRITING,,Var,10,0,Rinku Roy Chowdhury,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
31032,GEOG 394,15,DISSERTATION WRITING,,Var,10,0,Edward Carr,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34307,GEOG 394,16,DISSERTATION WRITING,,Var,10,0,Hamed Alemohammad,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34308,GEOG 394,17,DISSERTATION WRITING,,Var,10,0,Max Ritts,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34309,GEOG 394,18,DISSERTATION WRITING,,Var,10,0,Gustavo Oliveira,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34310,GEOG 394,19,DISSERTATION WRITING,,Var,10,0,Siobhan McGrath,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34311,GEOG 394,20,DISSERTATION WRITING,,Var,10,0,Abby Frazier,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
31021,GEOG 398,1,INTERNSHIP,,Var,7,8,John Rogan,-,-,-,,Y
30472,GEOG 399,0,DIRECTED STUDY,,Var,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30197,GERM 102,1,ELMENTARY GERMAN II,LP,1.00,19,21,Yanna Zhang,MF,09:00 AM - 10:15 AM,ES414,P= GERM 101; MUST REG FOR DISC,N
30200,GERM 102,901,DISC: ELMENTARY GERMAN II,LP,0.00,10,10,Yanna Zhang,W,06:00 PM - 06:50 PM,ES303,,N
30363,GERM 102,902,DISC: ELMENTARY GERMAN II,LP,0.00,9,11,Yanna Zhang,R,08:00 PM - 08:50 PM,ES402,,N
30203,GERM 104,1,INTERMEDIATE GERMAN II,LP,1.00,10,7,Yanna Zhang,"W

MF","05:00 PM - 05:50 PM

10:25 AM - 11:40 AM","ES420

ES414",P= GERM 103 OR PLACEMENT; MUST REGISTER FOR DISC,N
30455,GERM 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30056,GES 297,1,HONORS,,1.00,10,0,Lyndon Estes,-,-,-,,Y
30406,GES 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
31768,GGRA 140,1,ANIMATION & MOTION GRAPHICS,,1.00,18,20,Kat Andler,TF,12:00 PM - 01:15 PM,MACD205,"IMD, ARTS & MCA ONLY",N
32352,GGRA 270,1,UI/UX DESIGN 2,,1.00,18,16,Kat Andler,TF,01:25 PM - 02:40 PM,MACD205,P=GGRA 170,N
31963,GGRA 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30215,HEBR 102,1,ELEMENTARY HEBREW II,LP,1.00,19,19,Talia Mugg,MW,12:00 PM - 01:15 PM,ES414,P= HEBR 101,N
33004,HGS 110,1,ANTISEMITISM & RACISM,"DI

VP",1.00,30,30,Marta Havryshko,TR,09:00 AM - 10:15 AM,JF222,,N
33870,HGS 268,1,SP TP:WAR GENOCIDE MDRN E EURO,,1.00,30,13,Marta Havryshko,MW,12:00 PM - 01:15 PM,JF222,,N
33005,HGS 268,2,"ST:HORROR, MONSTROSITY & WC",,1.00,30,6,Zoe Samudzi,TR,10:25 AM - 11:40 AM,JC118,,N
33874,HGS 268,3,SP TP: LOOKING AT VIOLENCE,,1.00,15,2,Zoe Samudzi,F,01:25 PM - 04:25 PM,SEM,,N
30404,HGS 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30668,HGS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
33871,HGS 368,1,SP TP:WAR GENOCIDE MDRN E EURO,,1.00,30,13,Marta Havryshko,MW,12:00 PM - 01:15 PM,JF222,,N
33006,HGS 368,2,"ST:HORROR, MONSTROSITY & WC",,1.00,30,6,Zoe Samudzi,TR,10:25 AM - 11:40 AM,JC118,,N
33880,HGS 368,3,SP TP: LOOKING AT VIOLENCE,,1.00,15,2,Zoe Samudzi,F,01:25 PM - 04:25 PM,SEM,,N
33881,HGS 394,1,DISSERTATION WRITING,,Var,10,2,Frances Tanzer,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34335,HGS 394,2,DISSERTATION WRITING,,Var,10,1,Elyse Semerdjian,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30665,HGS 397,1,DOCTORAL DISSERTATION,,Var,10,2,Deborah Dwork,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30666,HGS 397,2,DOCTORAL DISSERTATION,,Var,10,5,Thomas Kuehne,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30667,HGS 397,3,DOCTORAL DISSERTATION,,Var,10,3,Taner Akcam,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30669,HGS 397,4,DOCTORAL DISSERTATION,,Var,10,2,Ken MacLean,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30478,HGS 399,0,DIRECTED STUDY,,Var,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
32986,HIST 107,1,ST:HIST OF AFRICA 1850-PRESENT,,1.00,35,14,Nana Kesse,TR,04:15 PM - 05:30 PM,JF222,15 SEATS RESERVED FOR 1ST YR STUDENTS,N
33857,HIST 114,1,AFR-AMER HISTORY: 1865-PRESENT,"DI

HP",1.00,35,35,Ousmane Power-Greene,MF,09:00 AM - 10:15 AM,JC204,15 SEATRS RESERVED FOR 1ST YR STUDENTS,N
30003,HIST 120,1,WRITING HISTORY,,1.00,14,14,Melinda Marchand,MR,02:50 PM - 04:05 PM,JF133,,N
32987,HIST 121,1,JEWISH HISTORY AFTER 1492,"DI

HP",1.00,35,27,Elizabeth Imber,MR,01:25 PM - 02:40 PM,JF218,15 SEATS RESERVED FOR 1ST YR STUDENTS,N
33882,HIST 136,1,"SEX IN UMMA:GEN, SEX, & ISLAM",,1.00,30,9,Elyse Semerdjian,MW,12:00 PM - 01:15 PM,LIBR,10 SEATS RESERVED FOR 1ST YR STUDENTS,N
33858,HIST 150,1,INTRO PUBLIC HISTORY,"POP

VE

WE",1.00,18,18,Melinda Marchand,F,01:25 PM - 04:25 PM,LIBR,1ST YR & SOPH ONLY OR PERM; P=IDND 018 OR WRIT'G PLCMNT,N
33861,HIST 201,1,ERA OF AMERICAN REVOLUTION,,1.00,35,27,Nathan Braccio,MR,01:25 PM - 02:40 PM,JF133,,N
33859,HIST 204,1,SP TP: WOMEN'S BODIES/RIGHTS,DI,1.00,14,12,Amy Richter,F,01:25 PM - 04:25 PM,G104,JRS & SRS ONLY OR PERM,N
33883,HIST 208,1,SEM: HISTORICAL METHODS,DI,1.00,14,8,Frances Tanzer,T,02:50 PM - 05:50 PM,SEM,JRS & SRS ONLY OR PERM,N
33863,HIST 216,1,SP TP:WAR & PEACE 20TH CENTURY,,1.00,35,25,Melinda Marchand,TR,10:25 AM - 11:40 AM,JC102,,N
32407,HIST 223,1,CIVIL RIGHTS MOVEMNT:1950-1970,DI,1.00,35,23,Ousmane Power-Greene,MF,10:25 AM - 11:40 AM,JC204,,N
33865,HIST 224,1,SEM: CRIME & PUNISHMENT,DI,1.00,14,10,Nina Kushner,M,09:00 AM - 11:50 AM,SEM,JRS & SRS ONLY OR PERM,N
33867,HIST 230,1,TOPICS IN GENOCIDE & COMP PERS,,1.00,14,8,Elyse Semerdjian,M,02:50 PM - 05:50 PM,SEM,JRS & SRS ONLY OR PERM,N
33872,HIST 250,1,AFRICAN ENVIRONMENTAL HISTORY,DI,1.00,35,5,Nana Kesse,TR,06:00 PM - 07:15 PM,JF133,,N
33875,HIST 256,1,THE BRITISH EMPIRE,,1.00,35,17,Elizabeth Imber,MR,02:50 PM - 04:05 PM,JF222,,N
33877,HIST 276,1,COLLECTIVE MEMRY & MASS VIOLNC,HP,1.00,14,14,Thomas Kuehne,W,09:00 AM - 11:50 AM,SEM,JRS & SRS ONLY OR PERM,N
30888,HIST 290,1,HONORS FORUM,,0.25,10,10,Amy Richter,F,09:00 AM - 11:50 AM,G104,GRADED PASS/FAIL; MUST REG FOR HIST 297,N
30080,HIST 297,1,HONORS,,1.00,10,1,Nina Kushner,-,-,-,,Y
30081,HIST 297,2,HONORS,,1.00,10,1,Doug Little,-,-,-,,Y
33380,HIST 297,3,HONORS,,1.00,10,3,Melinda Marchand,-,-,-,,Y
30083,HIST 297,4,HONORS,,1.00,10,0,Willem Klooster,-,-,-,,Y
30981,HIST 297,7,HONORS,,1.00,10,3,Elizabeth Imber,-,-,-,,Y
30333,HIST 297,9,HONORS,,1.00,5,1,Ousmane Power-Greene,-,-,-,,Y
30384,HIST 297,10,HONORS,,1.00,10,0,Amy Richter,-,-,-,,Y
30589,HIST 297,11,HONORS,,1.00,10,0,Thomas Kuehne,-,-,-,,Y
30692,HIST 297,12,HONORS,,1.00,10,0,Lex Lu,-,-,-,,Y
32181,HIST 297,13,HONORS,,1.00,10,1,Frances Tanzer,-,-,-,,Y
30307,HIST 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30237,HIST 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
33862,HIST 301,1,ERA OF AMERICAN REVOLUTION,,1.00,35,27,Nathan Braccio,MR,01:25 PM - 02:40 PM,JF133,,N
33860,HIST 304,1,SP TP: WOMEN'S BODIES/RIGHTS,,1.00,14,12,Amy Richter,F,01:25 PM - 04:25 PM,G104,,N
33952,HIST 308,1,SEM: HISTORICAL METHODS,,1.00,14,8,Frances Tanzer,T,02:50 PM - 05:50 PM,SEM,,N
33864,HIST 316,1,SP TP:WAR & PEACE 20TH CENTURY,,1.00,35,25,Melinda Marchand,TR,10:25 AM - 11:40 AM,JC102,,N
32408,HIST 323,1,CIVIL RIGHTS MOVEMNT:1950-1970,,1.00,35,23,Ousmane Power-Greene,MF,10:25 AM - 11:40 AM,JC204,,N
33866,HIST 324,1,SEM: CRIME & PUNISHMENT,,1.00,14,10,Nina Kushner,M,09:00 AM - 11:50 AM,SEM,,N
33868,HIST 330,1,TOPICS IN GENOCIDE & COMP PERS,,1.00,14,8,Elyse Semerdjian,M,02:50 PM - 05:50 PM,SEM,,N
33873,HIST 350,1,AFRICAN ENVIRONMENTAL HISTORY,,1.00,35,5,Nana Kesse,TR,06:00 PM - 07:15 PM,JF133,,N
33876,HIST 356,1,THE BRITISH EMPIRE,,1.00,35,17,Elizabeth Imber,MR,02:50 PM - 04:05 PM,JF222,,N
33879,HIST 376,1,COLLECTIVE MEMRY & MASS VIOLNC,,1.00,14,14,Thomas Kuehne,W,09:00 AM - 11:50 AM,SEM,,N
31028,HIST 385,2,PROPOSAL WRITING,,Var,10,0,Amy Richter,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30571,HIST 394,1,DISSERTATION WRITING,,Var,10,0,Ousmane Power-Greene,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30680,HIST 394,3,DISSERTATION WRITING,,Var,10,1,Amy Richter,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
31029,HIST 394,4,DISSERTATION WRITING,,Var,10,1,Willem Klooster,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
32976,HIST 397,1,MASTER'S THESIS,,Var,5,0,Amy Richter,-,-,-,CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34234,HIST 397,2,MASTER'S THESIS,,Var,5,1,Elizabeth Imber,-,-,-,CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34263,HIST 397,3,MASTER'S THESIS,,Var,5,0,Nina Kushner,-,-,-,CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34285,HIST 397,4,MASTER'S THESIS,,Var,5,2,Melinda Marchand,-,-,-,CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34316,HIST 397,5,MASTER'S THESIS,,Var,5,1,Ousmane Power-Greene,-,-,-,CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30473,HIST 399,0,DIRECTED STUDY,,Var,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
34033,HON 100,1,"DIVERSITY, EQUITY, POSSIBILITY","DI

VP",1.00,61,59,"Beth Gale, Juan Pablo Rivera","TF

TF","01:25 PM - 02:40 PM

01:25 PM - 02:40 PM","S321

S120",HONORS PROGRAM STUDENTS ONLY (FALL 24 ADMITS); GRADED PASS/FAIL,N
32629,HS 012,1,MINDFUL CHOICES,,0.50,12,13,Jessica Bane-Robert,T,02:50 PM - 05:50 PM,TC200,1ST MOD JAN. 13-FEB. 28; GRADED PASS/FAIL,N
32630,HS 012,2,MINDFUL CHOICES,,0.50,12,12,Jessica Bane-Robert,T,02:50 PM - 05:50 PM,TC200,2ND MODULE BEGINS MAR. 10; GRADED PASS/FAIL,N
30456,HS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30784,HSS 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30785,HSS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
32451,ID 108,1,WHAT IS PUBLIC HEALTH?,,1.00,25,25,Eric Stratton,MW,12:00 PM - 01:15 PM,ES303,,N
30931,ID 121,1,"CULTURE, HEALTH & DEVELOPMENT","DI

GP",1.00,50,51,Ellen Foley,TR,10:25 AM - 11:40 AM,JC001,MUST REG FOR DISC,N
30932,ID 121,901,"DISC:CULTURE, HEALTH & DVLPMNT","DI

GP",0.00,25,25,Ellen Foley,T,06:00 PM - 06:50 PM,BP316,,N
30933,ID 121,902,"DISC:CULTURE, HEALTH & DVLPMNT","DI

GP",0.00,25,26,Ellen Foley,W,06:00 PM - 06:50 PM,S210,,N
33790,ID 131,1,LOCAL ACTION/GLOBAL CHANGE,"GP

POP",1.00,15,14,Nastasia Lawton-Sticklor,MR,01:25 PM - 02:40 PM,JF222,,N
30972,ID 214,1,EDUC & YOUTH IN GLOBAL CONTEXT,,1.00,18,19,David Bell,R,09:00 AM - 11:50 AM,JF133,,N
33792,ID 222,1,"POLITICL ECON FOOD,ETHIC EAT'G",,1.00,18,12,Ken MacLean,M,09:00 AM - 11:50 AM,LIBR,,N
32452,ID 234,1,SP TP:SPECTACULAR VIOLENCE,,1.00,15,6,Ken MacLean,F,09:00 AM - 11:50 AM,LIBR,,N
33048,ID 237,1,COMMUNITY PROGRAM EVAL,POP,1.00,18,17,Julia Karpicz,M,06:00 PM - 09:00 PM,S223,,N
30761,ID 240,1,FUNDAMENTALS OF YOUTH WORK,POP,1.00,22,22,Jennifer Safford-Farquharson,M,09:00 AM - 11:50 AM,OFFCAM,,N
